7.776000000000000000e+03,3.300000000000000000e+01,1.844394713309192857e-01,8.395448406615237946e-01
3.744000000000000000e+03,2.100000000000000000e+01,1.844547285941028902e-01,9.850651848765930030e-01
3.744000000000000000e+03,2.100000000000000000e+01,1.551712726500416029e-01,9.850651848765930030e-01
3.744000000000000000e+03,2.100000000000000000e+01,1.844399481203937707e-01,8.394223057665806120e-01
8.532000000000000000e+03,2.100000000000000000e+01,1.844389945414448007e-01,4.499435997459281800e-01
8.532000000000000000e+03,2.100000000000000000e+01,1.989055861093860789e-01,1.851569165076803192e-01
7.776000000000000000e+03,2.100000000000000000e+01,1.327483404543781387e-01,1.000000000000000000e+00
8.532000000000000000e+03,2.100000000000000000e+01,1.989051093199115938e-01,1.851569165076803192e-01
3.744000000000000000e+03,2.100000000000000000e+01,1.551712726500416029e-01,1.851569165076803192e-01
7.746000000000000000e+03,2.100000000000000000e+01,1.551712726500416029e-01,1.851569165076803192e-01
2.494000000000000000e+03,2.100000000000000000e+01,8.375665961604462639e-01,9.850647080871185457e-01
3.744000000000000000e+03,2.100000000000000000e+01,1.551712726500416029e-01,9.870176377746185947e-01
7.746000000000000000e+03,2.100000000000000000e+01,1.844394713309192857e-01,1.851569165076803192e-01
8.532000000000000000e+03,2.100000000000000000e+01,1.843174132254505326e-01,4.499435997459281800e-01
8.532000000000000000e+03,2.100000000000000000e+01,1.843174132254505326e-01,4.499435997459281800e-01
3.744000000000000000e+03,2.100000000000000000e+01,1.844394713309192857e-01,9.870176377746185947e-01
3.744000000000000000e+03,2.100000000000000000e+01,1.551712726500416029e-01,1.000000000000000000e+00
8.532000000000000000e+03,2.100000000000000000e+01,1.327483404543781387e-01,1.000000000000000000e+00
3.744000000000000000e+03,2.100000000000000000e+01,4.181638107882139355e-02,9.850647080871185457e-01
7.746000000000000000e+03,2.100000000000000000e+01,1.844394713309192857e-01,4.499435997459281800e-01
7.906000000000000000e+03,2.100000000000000000e+01,1.531849676993274900e-01,3.112550774070610426e-01
8.532000000000000000e+03,2.100000000000000000e+01,1.551712726500416029e-01,4.499435997459281800e-01
7.746000000000000000e+03,2.100000000000000000e+01,1.844394713309192857e-01,4.499440765354026928e-01
8.532000000000000000e+03,1.700000000000000000e+01,1.989055861093860789e-01,1.851569165076803192e-01
3.744000000000000000e+03,2.100000000000000000e+01,4.181638107882139355e-02,9.850647080871185457e-01
7.746000000000000000e+03,2.100000000000000000e+01,1.844394713309192857e-01,4.499435997459281800e-01
8.532000000000000000e+03,2.100000000000000000e+01,1.844389945414448007e-01,4.499440765354026928e-01
8.532000000000000000e+03,1.700000000000000000e+01,4.181638107882139355e-02,9.850647080871185457e-01
8.532000000000000000e+03,2.200000000000000000e+01,1.327483404543781387e-01,1.000000000000000000e+00
7.746000000000000000e+03,3.300000000000000000e+01,1.844394713309192857e-01,1.851569165076803192e-01
